"SP_ID","terrai_nom","terrai_pro","status_ter","fase_descr","tipo_terra","terrai_fai","terrai_obs","terrai_are","situa_desc","tipo_area_","terrai_per","terrai_pop","id","access_50k"
"510","Guanabara",".","Contraditório","Declarada","Terra Indígena","N",NA,"15600.0000 Ha","Ativo","Principal","103.00000 Ha",NA,511,2092.92093480397
"511","Ponciano",".","Contraditório","Delimitada","Terra Indígena","N",NA,"4329.0000 Ha","Ativo","Principal","39.00000 Ha",NA,512,362.240780911063
"512","Prosperidade",".","Concluído","Regularizada","Terra Indígena","N",NA,"5572.8552 Ha","Ativo","Principal","50.22937 Ha",NA,513,2406.78087649402
"513","Santa Cruz da Nova Aliança",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,"5969.2201 Ha","Ativo","Principal","54.71004 Ha",NA,514,2489.93597255967
"514","Mato Preto",".","Exame do Min. da Justiça","Declarada","Terra Indígena","N",NA,"4230.0000 Ha","Ativo","Principal","30.00000 Ha",NA,515,52.7524132999642
"515","Sururuá",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"36125.0000 Ha","Ativo","Principal","123.00000 Ha",NA,516,2240.3925321767
"516","Votouro/Kandoia",".","Exame do Min. da Justiça","Delimitada","Terra Indígena","N",NA,"5977.0000 Ha","Ativo","Principal","74.00000 Ha",NA,517,64.2258647976487
"517","Vista Alegre",".","Contraditório","Delimitada","Terra Indígena","N",NA,"13206.0000 Ha","Ativo","Principal","75.00000 Ha",NA,518,396.069771961648
"518","Tapeba",".","Análise da Delimitação","Delimitada","Terra Indígena","N",NA,"5838.0000 Ha","Ativo","Principal","100.00000 Ha",NA,519,15.9384266263238
"519","Sombrerito",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"12608.0000 Ha","Ativo","Principal","59.00000 Ha",NA,520,194.170436187399
"520","Maró",".","Contraditório","Delimitada","Terra Indígena","N",NA,"42373.0000 Ha","Ativo","Principal","131.00000 Ha",NA,521,1050.7984288448
"521","Pequizal do Naruvôtu",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"27980.0000 Ha","Ativo","Principal","96.00000 Ha",NA,522,744.809826952389
"522","Tupinambá de Olivença",".","Exame do Min. da Justiça","Delimitada","Terra Indígena","N",NA,"47376.0000 Ha","Ativo","Principal","150.00000 Ha",NA,523,205.194018797059
"523","Las Casas",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"21344.7011 Ha","Ativo","Principal","65.52576 Ha",NA,524,247.135110476417
"524","Porto Limoeiro",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,"4587.7205 Ha","Ativo","Principal","39673.08000 Ha",NA,525,2880.84118048448
"525","Munduruku-Taquara",".","Contraditório","Delimitada","Terra Indígena","N",NA,"25323.0000 Ha","Ativo","Principal","92.00000 Ha",NA,526,264.13304967413
"526","São Marcos - MT",".","Demarcação Física","Regularizada","Reserva Indígena","N",NA,"188478.2600 Ha","Ativo","Principal","236.64500 Ha",NA,527,496.073588929435
"527","São Domingos do Jacapari e Estação",".","Concluído","Regularizada","Terra Indígena","N",NA,"134781.7512 Ha","Ativo","Principal","163960.95000 Ha",NA,528,3063.594231086
"528","São Domingos - MT",".","Concluído","Regularizada","Terra Indígena","N",NA,"5704.8096 Ha","Ativo","Principal","37.14064 Ha",NA,529,665.737371065856
"529","São Marcos - RR",".","Concluído","Regularizada","Terra Indígena","N",NA,"654110.0998 Ha","Ativo","Principal","648.92630 Ha",NA,530,220.376172674234
"530","Boa Vista - AM",".","Concluído","Regularizada","Terra Indígena","N","Três Glebas: 133 (demarcada anteriormente); 125 (aprox.); 25 (aprox)","337.3562 Ha","Ativo","Principal","23.59893 Ha",NA,531,279.364556962025
"531","Boa Vista - PR",".","Homologada","Declarada","Terra Indígena","N",NA,"7336.3308 Ha","Ativo","Principal","61.07167 Ha",NA,532,161.385411168584
"532","Cacique Fontoura",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"32304.7226 Ha","Ativo","Principal","116.87674 Ha",NA,533,682.718142212541
"533","Barreirinha",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"2373.8000 Ha","Ativo","Principal","31.01495 Ha",NA,534,195.119505993462
"534","Sarauá",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"18610.3230 Ha","Ativo","Principal","87.73340 Ha",NA,535,244.259876883499
"535","Portal do Encantado",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"43057.0000 Ha","Ativo","Principal","121.00000 Ha",NA,536,464.922274247492
"536","Tarumã",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"2172.0000 Ha","Ativo","Principal","24.00000 Ha",NA,537,65.4287234042553
"537","Tumbalalá",".","Exame do Min. da Justiça","Delimitada","Terra Indígena","N",NA,"44978.0000 Ha","Ativo","Principal","117.00000 Ha",NA,538,275.519353202997
"538","Caieiras Velha II",".","Concluído","Regularizada","Terra Indígena","N",NA,"57.3935 Ha","Ativo","Principal","3.04501 Ha",NA,539,61.6666666666667
"539","Cué Cué/ Marabitanas",".","Contraditório","Declarada","Terra Indígena","N",NA,"808645.0000 Ha","Ativo","Principal","521.00000 Ha",NA,540,3568.8517930621
"540","Arara da Volta Grande do Xingu",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"25524.9310 Ha","Ativo","Principal","89.41617 Ha",NA,541,1114.67713588827
"541","Caxixó",".","Análise da Delimitação","Delimitada","Terra Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,542,347.036507226941
"542","Kawahiva do Rio Pardo",".","Contraditório","Delimitada","Terra Indígena","N",NA,"411848.0000 Ha","Ativo","Principal","323.00000 Ha",NA,543,2188.13485754948
"543","Krahó-Kanela",".","Concluído","Regularizada","Reserva Indígena","N",NA,"7612.7653 Ha","Ativo","Principal","57.60000 Ha",NA,544,552.309186122627
"544","Utaria Wyhyna/Iròdu Iràna",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"177466.0000 Ha","Ativo","Principal","331.00000 Ha",NA,545,460.73551133401
"545","Bragança-Marituba",".","Contraditório","Delimitada","Terra Indígena","N",NA,"13515.0000 Ha","Ativo","Principal","83.00000 Ha",NA,546,190.295532211113
"546","Tenharim Marmelos (Gleba B)",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,"474741.6023 Ha","Ativo","Principal","421.72339 Ha",NA,547,1262.00089574236
"547","Tuwa Apekuokawera",".","Contraditório","Delimitada","Terra Indígena","N",NA,"11764.0000 Ha","Ativo","Principal","64.00000 Ha",NA,548,837.619712199002
"548","Yvyporã Laranjinha",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"1238.0000 Ha","Ativo","Principal","16.00000 Ha",NA,549,123.982846251588
"549","Tremembé de Queimadas",".","Contraditório","Declarada","Terra Indígena","N",NA,"767.0000 Ha","Ativo","Principal","16.00000 Ha",NA,550,119.485523385301
"550","Panambi - Lagoa Rica",".","Contraditório","Delimitada","Terra Indígena","N","Existem dois registros naquela área (Lote nº 46, Quadra 44, onde se localiza o PI Panambi). Esta área foi adquirida pelo Patrimônio Indígena.","12196.0000 Ha","Ativo","Principal","63.00000 Ha",NA,551,99.7850717079531
"551","Xapecó (Pinhalzinho-Canhadão)",".","Demarcação Física","Declarada","Terra Indígena","N","Inicialmente tratada como revisão da TI Xapecó.","660.0000 Ha","Ativo","Principal","22.00000 Ha",NA,552,82.5476744186047
"552","Passo Grande do Rio Forquilha",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"1916.0000 Ha","Ativo","Principal","29.00000 Ha",NA,553,75.6045958795563
"553","Maracaxi",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"720.0000 Ha","Ativo","Principal","13.00000 Ha",NA,554,603.493413173653
"554","Tekoha Itamarã",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"242.0000 Ha","Ativo","Principal","0.00000 Ha",NA,555,106.302438540841
"555","Hãm Yîxux",".","Planejamento da Demarcação","Reserva Indígena","Reserva Indígena","N",NA,"522.7200 Ha","Ativo","Principal","14.65503 Ha",NA,556,242.328682170543
"556","Krenrehé",".","Planejamento da Demarcação","Regularizada","Reserva Indígena","N",NA,"6400.0000 Ha","Ativo","Principal","52.00000 Ha",NA,557,958.670267994949
"557","Jacareúba/Katauixi (restrição uso)",".","Em Planejamento","Em Estudo","Terra Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,558,1567.91244697451
"558","Mundo Verde/Cachoeirinha",".","Processo de Homologação","Reserva Indígena","Reserva Indígena","N",NA,"606.1916 Ha","Ativo","Principal","11.34489 Ha",NA,559,70.9301075268817
"559","Tanaru ( restrição de uso )",".","Em Planejamento","Em Estudo","Terra Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,560,1018.32076446281
"560","Piripkura ( restrição de uso )",".","Em Planejamento","Em Estudo","Terra Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,561,1945.72772229023
"561","Ilhas da Tapera/São Félix/Porto",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,562,191.936219946572
"562","Apiaká do Pontal e Isolados",".","Contraditório","Delimitada","Terra Indígena","N",NA,"982324.0000 Ha","Ativo","Principal","705.00000 Ha",NA,563,1817.62565888003
"563","Tupinambá de Belmonte",".","Análise da Delimitação","Delimitada","Terra Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,564,180.601191504058
"564","Sissaíma",".","Contraditório","Delimitada","Terra Indígena","N",NA,"8700.0000 Ha","Ativo","Principal","75.00000 Ha",NA,565,732.820400622326
"565","Fazenda Remanso",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"336.9518 Ha","Ativo","Principal","15.90475 Ha",NA,566,260.3075
"566","Fazenda Sítio",".","Adquirido","Regularizada","Reserva Indígena","N",NA,"414.0000 Ha","Ativo","Principal","13.00000 Ha",NA,567,67.0679012345679
"567","Xukuru de Cimbres",".","Demarcação Física","Reserva Indígena","Reserva Indígena","N",NA,"1166.1793 Ha","Ativo","Principal","17.15810 Ha",NA,568,89.9121278140886
"568","Tremembé da Barra do Mundaú",".","Contraditório","Delimitada","Terra Indígena","N",NA,"3580.0000 Ha","Ativo","Principal","31.60000 Ha",NA,569,203.214303030303
"569","Coroa Vermelha - Gleba C",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,570,57.3599913541554
"570","Campo Bonito",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,571,107.057219709011
"571","Estrada do Mar",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,572,118.261244833455
"572","Riozinho - RS",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,573,229.009088136627
"573","Ituna/Itata (restrição de uso)",".","Em Planejamento","Em Estudo","Terra Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,574,3046.80705400646
"574","Canelinha",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,575,77.8131820165866
"575","Águas Claras",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,576,115.305553824098
"576","Amaral/Tekoá Kuriy",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,577,293.4229234223
"577","Morro da Palha",".","Processo de Aquisição","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,578,173.030263912794
"578","Taego Ãwa",".","Contraditório","Delimitada","Terra Indígena","N",NA,"29000.0000 Ha","Ativo","Principal","98.00000 Ha",NA,579,346.974453394707
"579","Wedezé",".","Contraditório","Delimitada","Terra Indígena","N",NA,"145881.0000 Ha","Ativo","Principal","252.00000 Ha",NA,580,956.114976902089
"580","Iguatemipegua I","08620.082252/2012-03","Análise da Delimitação","Delimitada","Terra Indígena","S",NA,"41571.0000 Ha","Ativo","Principal","100.00000 Ha",NA,581,249.681734788447
"581","Pirititi",NA,"Em Planejamento","Em Estudo","Interditada","N",NA,"43404.0000 Ha","Ativo","Principal","185.00000 Ha",NA,582,1234.24600544443
"582","Wassu-Cocal",".","Contraditório","Delimitada","Terra Indígena","N",NA,"11842.0000 Ha","Ativo","Principal","61.00000 Ha",NA,583,135.099799254373
"583","Chão Preto",".","Concluído","Regularizada","Terra Indígena","N",NA,"12741.8456 Ha","Ativo","Principal","64634.37000 Ha",NA,584,1277.54627937337
"584","Parabubure",".","Concluído","Regularizada","Terra Indígena","N",NA,"224447.3367 Ha","Ativo","Principal","294.36400 Ha",NA,585,825.585574369496
"585","Ubawawe",".","Concluído","Regularizada","Terra Indígena","N",NA,"52234.4773 Ha","Ativo","Principal","119.68253 Ha",NA,586,733.711576496108
"586","Ofayé-Xavante",".","Adquirido","Reserva Indígena","Reserva Indígena","N","Doada pela CESP","484.0000 Ha","Ativo","Reestudo","8.60000 Ha",NA,587,162.553953871499
